id,count,image_path,density_class,label
1487,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001487.jpg,Very Low,4
1180,43,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001180.jpg,Very High,3
1779,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001779.jpg,Medium,2
520,23,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000520.jpg,Very Low,4
1669,22,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001669.jpg,Very Low,4
266,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000266.jpg,Medium,2
1644,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001644.jpg,High,0
457,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000457.jpg,Low,1
1169,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001169.jpg,Medium,2
665,18,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000665.jpg,Very Low,4
72,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000072.jpg,High,0
194,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000194.jpg,High,0
141,39,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000141.jpg,Very High,3
202,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000202.jpg,Medium,2
1863,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001863.jpg,High,0
169,38,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000169.jpg,Very High,3
222,40,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000222.jpg,Very High,3
209,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000209.jpg,Low,1
671,19,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000671.jpg,Very Low,4
466,17,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000466.jpg,Very Low,4
460,23,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000460.jpg,Very Low,4
700,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000700.jpg,High,0
1625,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001625.jpg,High,0
186,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000186.jpg,High,0
1279,21,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001279.jpg,Very Low,4
1139,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001139.jpg,High,0
1471,21,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001471.jpg,Very Low,4
271,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000271.jpg,Medium,2
744,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000744.jpg,High,0
761,45,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000761.jpg,Very High,3
1140,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001140.jpg,High,0
382,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000382.jpg,Medium,2
1578,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001578.jpg,High,0
81,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000081.jpg,High,0
1232,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001232.jpg,Medium,2
1080,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001080.jpg,Low,1
953,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000953.jpg,High,0
281,40,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000281.jpg,Very High,3
874,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000874.jpg,Low,1
1665,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001665.jpg,Medium,2
307,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000307.jpg,Medium,2
1710,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001710.jpg,High,0
110,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000110.jpg,Low,1
1957,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001957.jpg,Medium,2
655,17,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000655.jpg,Very Low,4
1890,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001890.jpg,High,0
863,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000863.jpg,Very Low,4
1658,46,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001658.jpg,Very High,3
1222,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001222.jpg,Low,1
49,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000049.jpg,Low,1
883,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000883.jpg,Low,1
1903,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001903.jpg,Medium,2
1399,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001399.jpg,High,0
1569,39,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001569.jpg,Very High,3
37,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000037.jpg,Very Low,4
1548,38,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001548.jpg,Very High,3
1701,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001701.jpg,Medium,2
1238,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001238.jpg,High,0
899,42,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000899.jpg,Very High,3
1261,21,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001261.jpg,Very Low,4
1782,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001782.jpg,High,0
652,20,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000652.jpg,Very Low,4
367,41,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000367.jpg,Very High,3
359,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000359.jpg,High,0
550,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000550.jpg,Very Low,4
1450,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001450.jpg,Low,1
1321,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001321.jpg,Low,1
36,23,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000036.jpg,Very Low,4
1557,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001557.jpg,High,0
988,42,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000988.jpg,Very High,3
1549,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001549.jpg,High,0
1363,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001363.jpg,Low,1
843,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000843.jpg,Low,1
96,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000096.jpg,Very Low,4
627,22,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000627.jpg,Very Low,4
516,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000516.jpg,Low,1
893,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000893.jpg,Medium,2
29,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000029.jpg,Low,1
726,48,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000726.jpg,Very High,3
458,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000458.jpg,Low,1
404,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000404.jpg,Low,1
538,19,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000538.jpg,Very Low,4
877,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000877.jpg,Medium,2
26,23,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000026.jpg,Very Low,4
500,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000500.jpg,Low,1
534,23,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000534.jpg,Very Low,4
1959,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001959.jpg,Low,1
668,19,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000668.jpg,Very Low,4
413,40,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000413.jpg,Very High,3
1178,43,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001178.jpg,Very High,3
316,41,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000316.jpg,Very High,3
206,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000206.jpg,Medium,2
426,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000426.jpg,High,0
868,22,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000868.jpg,Very Low,4
810,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000810.jpg,Low,1
1988,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001988.jpg,Low,1
1413,24,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001413.jpg,Very Low,4
1793,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001793.jpg,Medium,2
1443,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001443.jpg,Medium,2
424,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000424.jpg,Medium,2
1389,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001389.jpg,Low,1
449,23,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000449.jpg,Very Low,4
1186,45,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001186.jpg,Very High,3
1020,41,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001020.jpg,Very High,3
774,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000774.jpg,High,0
1306,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001306.jpg,Low,1
1041,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001041.jpg,Low,1
1059,38,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001059.jpg,Very High,3
544,17,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000544.jpg,Very Low,4
1105,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001105.jpg,High,0
1970,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001970.jpg,Low,1
1703,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001703.jpg,High,0
762,48,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000762.jpg,Very High,3
1984,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001984.jpg,Medium,2
615,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000615.jpg,Medium,2
782,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000782.jpg,Low,1
1813,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001813.jpg,High,0
1910,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001910.jpg,Low,1
204,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000204.jpg,Medium,2
74,42,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000074.jpg,Very High,3
764,49,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000764.jpg,Very High,3
888,22,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000888.jpg,Very Low,4
1072,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001072.jpg,Medium,2
1901,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001901.jpg,Medium,2
608,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000608.jpg,Very Low,4
1028,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001028.jpg,Medium,2
1835,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001835.jpg,Medium,2
933,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000933.jpg,Medium,2
1740,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001740.jpg,High,0
547,20,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000547.jpg,Very Low,4
341,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000341.jpg,High,0
1001,39,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001001.jpg,Very High,3
1155,24,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001155.jpg,Very Low,4
1065,41,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001065.jpg,Very High,3
1100,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001100.jpg,Medium,2
1902,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001902.jpg,Medium,2
1987,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001987.jpg,Medium,2
1082,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001082.jpg,Low,1
1561,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001561.jpg,High,0
1609,40,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001609.jpg,Very High,3
1721,40,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001721.jpg,Very High,3
342,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000342.jpg,Medium,2
1921,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001921.jpg,Medium,2
355,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000355.jpg,Medium,2
1877,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001877.jpg,High,0
510,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000510.jpg,Medium,2
1953,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001953.jpg,Low,1
1335,39,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001335.jpg,Very High,3
1470,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001470.jpg,Low,1
701,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000701.jpg,Medium,2
1650,41,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001650.jpg,Very High,3
1357,23,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001357.jpg,Very Low,4
1608,39,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001608.jpg,Very High,3
1897,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001897.jpg,Low,1
1809,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001809.jpg,Medium,2
1972,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001972.jpg,Medium,2
1528,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001528.jpg,Very Low,4
